popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
99,0.598,0.427,7,-8.764,0,0.0317,0.0546,0.000006,0.21,0.0605,76.469,175721,4
